N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,soil_moisture,irrigation,sunlight,crop
73.4,51.8,36.9,16.78,61.91,6.59,1061.29,Loamy,Kharif,North India,61.27,Available,7.87,Maize
71.6,42.1,41.6,11.87,60.48,6.4,140.32,Loamy,Rabi,North India,53.68,Available,8.7,Mustard
100.5,72.2,100.6,22.58,70.89,5.95,1158.73,Loamy,Kharif,North India,63.68,Drip Irrigation,6.19,Tomato
92.9,97.1,117.6,14.7,62.21,5.72,538.03,Loamy,Rabi,East India,64.88,Available,7.56,Potato
52.9,46.8,27.3,29.97,39.94,6.64,735.25,Black Soil,Kharif,Central India,46.17,Rainfed,9.29,Sorghum
68.7,37.2,50.3,26.09,47.8,7.0,312.67,Loamy,Kharif,West India,33.65,Rainfed,9.72,Sorghum
109.9,61.2,53.1,28.43,55.86,7.32,784.65,Black Soil,Kharif,West India,63.62,Rainfed,9.93,Cotton
53.2,55.5,37.4,17.91,55.51,7.35,559.24,Sandy,Rabi,Himalayan Region,46.38,Available,10.24,Barley
43.3,57.3,64.8,20.34,79.06,7.24,755.4,Black Soil,Kharif,Central India,64.01,Available,6.29,Soybean
77.7,56.3,27.6,16.67,53.93,6.45,502.76,Loamy,Rabi,West India,52.83,Rainfed,8.41,Mustard
92.6,47.8,62.2,18.74,89.08,5.02,2398.53,Peaty,Whole Year,East India,80.92,Rainfed,7.6,Tea
76.3,40.9,37.5,17.85,57.19,6.86,520.77,Loamy,Rabi,North India,36.99,Rainfed,6.53,Barley
76.1,57.2,41.8,25.45,62.59,6.02,1085.93,Loamy,Kharif,South India,64.81,Rainfed,9.0,Maize
99.8,44.8,34.6,24.41,82.2,6.42,2055.81,Loamy,Kharif,South India,89.95,Available,7.82,Rice
39.7,45.0,57.4,24.03,75.34,7.05,679.35,Black Soil,Kharif,Central India,48.1,Rainfed,8.15,Soybean
99.0,89.2,120.4,22.24,56.0,5.97,539.55,Loamy,Rabi,North India,57.27,Available,7.74,Potato
27.0,42.0,34.1,17.74,45.69,6.28,581.21,Silty,Rabi,North India,51.84,Available,6.21,Lentil
28.0,55.8,25.9,21.31,64.42,6.62,479.89,Loamy,Rabi,North India,45.32,Rainfed,6.41,Lentil
67.3,47.0,27.1,26.45,48.68,5.86,642.8,Loamy,Kharif,West India,35.89,Rainfed,8.67,Millet
129.6,92.0,165.4,27.95,85.16,6.81,2052.86,Loamy,Whole Year,South India,77.47,Drip Irrigation,8.54,Banana
28.0,62.6,53.4,30.37,58.77,7.1,752.4,Sandy,Kharif,South India,42.54,Rainfed,8.35,Groundnut
131.3,91.7,160.7,28.47,83.91,6.07,1709.94,Clay,Whole Year,West India,73.52,Available,8.88,Banana
93.9,69.6,60.6,23.41,85.5,6.11,2587.38,Loamy,Kharif,East India,62.39,Available,7.1,Rice
26.1,45.6,14.4,23.17,36.37,7.13,564.44,Black Soil,Rabi,North India,42.03,Rainfed,8.24,Chickpea
153.6,90.0,74.2,26.73,71.92,6.98,2548.87,Clay,Whole Year,South India,63.73,Canal Irrigation,9.52,Sugarcane
96.1,51.8,28.8,17.36,56.91,5.91,650.37,Loamy,Kharif,North India,64.46,Rainfed,9.2,Maize
166.2,68.2,86.6,32.49,75.72,7.21,1897.79,Clay,Whole Year,West India,67.18,Available,7.16,Sugarcane
81.5,55.5,112.0,23.07,80.93,6.04,2046.25,Loamy,Whole Year,South India,79.66,Rainfed,4.39,Coffee
80.4,36.0,38.2,24.81,64.35,6.88,709.62,Loamy,Kharif,North India,64.66,Available,10.07,Maize
127.3,53.7,58.4,21.79,91.16,4.78,2387.88,Peaty,Whole Year,Himalayan Region,77.5,Available,5.68,Tea
53.7,60.4,50.1,27.12,70.83,6.46,641.91,Loamy,Kharif,West India,62.08,Rainfed,8.04,Soybean
111.2,78.0,118.2,23.58,75.04,6.13,796.23,Loamy,Whole Year,West India,63.27,Available,8.03,Tomato
75.5,31.4,41.2,21.91,66.5,6.65,760.93,Red Soil,Rabi,North India,67.84,Available,6.32,Maize
32.0,44.8,18.6,20.81,39.88,6.51,551.18,Black Soil,Rabi,Central India,37.47,Rainfed,8.86,Chickpea
125.6,69.1,73.4,25.34,61.83,6.35,1165.7,Sandy,Kharif,West India,54.15,Drip Irrigation,9.08,Tomato
12.7,51.0,27.8,16.93,50.33,6.14,492.45,Loamy,Rabi,East India,46.24,Rainfed,6.51,Lentil
94.9,44.3,40.9,25.85,83.92,6.79,2382.86,Clay,Kharif,North India,71.08,Canal Irrigation,9.57,Rice
65.7,36.5,146.8,30.19,82.95,6.28,1567.77,Loamy,Whole Year,South India,81.52,Available,10.15,Coconut
121.1,42.1,65.7,25.56,87.52,4.66,2717.78,Peaty,Whole Year,East India,77.96,Rainfed,5.15,Tea
134.0,52.7,68.8,22.6,71.38,6.47,1915.75,Clay,Whole Year,West India,72.04,Canal Irrigation,8.4,Sugarcane
75.3,54.3,29.3,23.49,88.04,5.67,1863.47,Loamy,Kharif,South India,72.05,Canal Irrigation,6.27,Rice
115.5,72.2,91.3,28.11,66.02,5.86,888.46,Sandy,Whole Year,West India,65.82,Available,7.84,Tomato
120.6,34.3,47.8,15.62,89.81,4.57,1884.19,Peaty,Whole Year,South India,79.55,Rainfed,5.12,Tea
19.5,51.4,31.5,20.51,55.59,6.95,292.82,Loamy,Rabi,North India,44.06,Rainfed,7.68,Lentil
35.5,49.9,24.1,20.92,51.52,6.55,375.74,Black Soil,Rabi,North India,40.6,Available,6.44,Chickpea
134.0,99.7,105.4,22.11,63.09,5.68,561.17,Loamy,Whole Year,South India,53.8,Drip Irrigation,8.83,Tomato
96.9,67.9,59.8,31.04,65.86,6.15,1047.27,Loamy,Whole Year,West India,54.59,Rainfed,9.64,Mango
144.0,72.0,62.5,21.4,88.74,5.09,2569.02,Peaty,Whole Year,Himalayan Region,66.22,Available,6.19,Tea
35.8,46.6,139.0,32.46,75.37,6.01,1942.71,Sandy,Whole Year,West India,72.8,Available,9.19,Coconut
84.4,90.2,125.1,21.01,65.5,5.35,429.94,Sandy,Rabi,North India,53.68,Available,6.91,Potato
61.2,27.1,32.7,26.65,65.54,6.74,516.02,Sandy,Kharif,West India,29.45,Rainfed,9.2,Millet
93.6,60.1,42.8,24.17,57.1,6.74,938.18,Red Soil,Kharif,South India,50.29,Available,7.59,Maize
67.8,69.7,69.3,28.49,63.91,6.55,1615.79,Loamy,Whole Year,South India,44.09,Rainfed,9.28,Mango
28.8,37.8,33.0,21.26,57.67,6.79,487.0,Loamy,Rabi,East India,41.55,Available,8.48,Lentil
100.9,53.0,45.3,27.96,73.07,6.62,987.35,Sandy,Kharif,North India,62.78,Available,8.73,Maize
134.3,63.9,73.6,33.71,80.16,7.0,1802.99,Clay,Whole Year,South India,78.58,Canal Irrigation,6.43,Sugarcane
71.7,31.5,97.8,25.47,71.68,6.67,913.45,Loamy,Whole Year,South India,60.25,Rainfed,9.91,Mango
115.4,63.8,44.6,20.08,61.29,7.77,608.61,Loamy,Kharif,Central India,65.78,Rainfed,9.41,Cotton
36.2,54.9,66.4,22.69,64.06,6.54,1035.91,Sandy,Kharif,West India,40.24,Rainfed,9.92,Groundnut
96.0,83.3,110.5,17.25,64.52,5.79,642.43,Sandy,Rabi,North India,83.03,Available,7.15,Potato
117.1,90.9,95.9,24.3,73.67,6.44,721.19,Loamy,Whole Year,West India,68.03,Drip Irrigation,7.63,Tomato
139.2,61.7,143.3,28.98,78.48,6.47,2212.01,Clay,Whole Year,East India,79.94,Drip Irrigation,8.69,Banana
103.3,53.5,59.7,21.2,88.82,4.93,2516.08,Peaty,Whole Year,Himalayan Region,82.56,Rainfed,5.44,Tea
127.6,66.9,157.9,25.53,79.01,6.32,1480.52,Loamy,Whole Year,West India,78.61,Available,7.78,Banana
113.9,64.0,98.6,25.85,81.52,5.78,1990.7,Loamy,Whole Year,South India,68.44,Available,5.05,Coffee
86.4,43.6,84.7,32.21,51.87,6.51,1123.9,Loamy,Whole Year,West India,47.8,Available,9.01,Mango
79.7,100.1,123.1,17.51,65.24,5.94,568.24,Sandy,Rabi,East India,70.26,Drip Irrigation,6.55,Potato
107.3,46.9,51.9,20.47,47.21,7.41,639.43,Silty,Rabi,Central India,53.17,Canal Irrigation,9.07,Wheat
8.3,63.8,30.5,15.25,51.18,7.05,384.61,Loamy,Rabi,East India,51.08,Rainfed,9.19,Lentil
97.4,57.1,82.1,31.0,66.5,6.86,1322.5,Loamy,Whole Year,North India,59.49,Available,10.12,Mango
57.3,27.2,42.8,29.94,62.28,7.62,687.98,Black Soil,Rabi,Central India,37.12,Rainfed,8.84,Sorghum
132.0,75.2,158.2,25.52,85.67,6.88,1971.1,Loamy,Whole Year,East India,71.66,Drip Irrigation,8.11,Banana
115.3,51.3,56.6,16.1,88.07,4.79,3165.97,Peaty,Whole Year,East India,80.25,Available,6.9,Tea
105.6,44.3,75.8,24.83,54.32,6.9,1268.18,Loamy,Whole Year,West India,52.98,Available,9.78,Mango
115.5,57.5,64.8,24.43,88.41,4.63,2469.16,Peaty,Whole Year,East India,78.6,Rainfed,5.47,Tea
113.1,43.0,53.9,19.79,56.91,6.57,623.59,Loamy,Rabi,Central India,59.4,Canal Irrigation,8.68,Wheat
123.5,33.9,44.0,29.7,67.72,7.96,773.95,Black Soil,Kharif,South India,57.05,Available,8.81,Cotton
113.6,50.7,77.2,19.4,93.26,4.77,2234.54,Loamy,Whole Year,South India,81.5,Rainfed,6.64,Tea
120.5,52.3,67.0,23.78,60.76,6.69,656.62,Black Soil,Kharif,Central India,60.63,Available,10.81,Cotton
107.0,59.1,67.0,24.67,73.66,4.75,2602.37,Peaty,Whole Year,South India,77.44,Rainfed,6.83,Tea
118.7,90.9,132.8,16.6,64.98,6.16,506.7,Sandy,Rabi,East India,72.27,Drip Irrigation,6.12,Potato
61.6,49.5,56.9,30.74,48.66,6.92,711.53,Sandy,Rabi,Central India,44.52,Available,9.53,Sorghum
61.5,39.4,122.7,30.62,74.14,8.22,1875.14,Sandy,Whole Year,South India,72.1,Available,9.18,Coconut
83.8,57.2,46.0,23.23,89.99,5.84,2240.78,Clay,Kharif,East India,79.04,Available,7.29,Rice
69.3,44.2,44.1,28.05,76.29,6.07,2373.21,Clay,Kharif,East India,87.81,Canal Irrigation,5.61,Rice
40.2,44.4,31.8,19.56,54.9,7.04,626.65,Silty,Rabi,East India,43.59,Rainfed,7.53,Lentil
69.5,37.4,31.1,12.4,51.92,7.22,567.19,Sandy,Rabi,North India,43.5,Rainfed,6.61,Barley
89.2,44.1,38.9,25.76,79.67,5.49,756.57,Loamy,Rabi,North India,64.73,Available,6.71,Maize
124.6,82.4,168.5,25.18,79.68,6.97,2138.98,Loamy,Whole Year,East India,75.65,Available,8.58,Banana
113.5,101.7,181.3,25.94,77.16,7.04,2639.71,Loamy,Whole Year,South India,76.13,Available,6.01,Banana
135.5,45.6,55.1,14.65,68.28,6.97,814.71,Silty,Rabi,West India,47.72,Available,8.05,Wheat
112.9,40.1,40.2,19.64,78.19,6.37,2453.15,Loamy,Kharif,East India,91.14,Available,7.55,Rice
53.5,29.7,31.2,28.31,41.71,6.83,344.33,Loamy,Kharif,Central India,36.13,Rainfed,10.03,Millet
89.1,36.8,83.8,29.76,65.54,6.69,1547.13,Red Soil,Whole Year,North India,44.72,Available,8.39,Mango
80.8,44.0,41.4,29.45,79.05,6.16,1049.23,Sandy,Kharif,South India,67.8,Rainfed,9.0,Maize
107.4,47.5,18.8,22.63,79.25,6.7,2030.33,Clay,Kharif,East India,73.89,Canal Irrigation,5.5,Rice
37.4,73.8,39.6,21.7,61.88,6.69,863.31,Black Soil,Kharif,Central India,60.22,Rainfed,6.96,Soybean
82.9,51.2,71.3,26.26,56.66,6.65,1153.83,Loamy,Whole Year,South India,52.45,Available,10.13,Mango
55.7,46.1,37.0,33.51,43.29,7.82,502.08,Black Soil,Rabi,South India,44.14,Rainfed,8.73,Sorghum
94.4,52.9,110.9,18.68,77.95,6.0,1899.4,Peaty,Whole Year,South India,67.02,Available,6.4,Coffee
40.8,63.7,31.0,27.28,78.34,6.33,867.86,Black Soil,Kharif,Central India,62.87,Rainfed,6.16,Soybean
74.9,26.4,37.2,27.9,30.83,6.77,654.36,Sandy,Kharif,Central India,42.28,Rainfed,8.59,Sorghum
135.8,47.3,40.3,22.67,47.44,7.01,830.28,Silty,Rabi,North India,50.1,Available,9.87,Wheat
39.2,62.9,24.5,14.99,52.91,6.45,554.98,Black Soil,Rabi,Central India,40.39,Available,7.29,Chickpea
94.9,47.3,56.1,21.81,81.77,5.03,2439.18,Peaty,Whole Year,East India,78.91,Rainfed,4.97,Tea
26.8,44.9,27.1,16.69,63.26,6.41,401.88,Loamy,Rabi,North India,35.32,Available,8.64,Lentil
32.8,67.5,30.8,17.1,51.83,6.49,529.09,Loamy,Rabi,North India,47.52,Available,9.17,Lentil
37.7,61.4,54.3,27.79,60.14,6.6,748.67,Loamy,Kharif,West India,35.89,Available,7.65,Groundnut
38.3,62.9,21.3,20.05,56.54,6.61,422.43,Loamy,Rabi,East India,39.55,Rainfed,8.59,Lentil
146.4,96.0,151.7,26.87,75.09,6.62,1721.08,Loamy,Whole Year,South India,68.79,Available,6.58,Banana
67.8,44.6,33.5,10.82,62.19,6.63,483.7,Loamy,Rabi,North India,43.66,Available,8.3,Mustard
51.9,44.3,36.7,23.29,49.26,6.94,406.33,Loamy,Rabi,Himalayan Region,49.89,Rainfed,8.82,Barley
61.9,40.7,35.2,9.09,71.29,6.69,534.4,Loamy,Rabi,North India,44.92,Rainfed,6.37,Mustard
164.2,81.9,75.8,28.46,66.68,6.73,2149.32,Black Soil,Whole Year,North India,76.04,Canal Irrigation,7.45,Sugarcane
53.2,30.4,130.2,28.56,79.84,7.08,1701.05,Loamy,Whole Year,South India,70.67,Available,8.39,Coconut
74.5,49.6,65.5,30.47,59.35,6.44,1097.85,Red Soil,Whole Year,North India,54.92,Available,8.7,Mango
91.1,49.7,82.4,34.41,64.76,5.79,1392.86,Loamy,Whole Year,North India,53.15,Available,8.46,Mango
30.1,51.6,46.0,17.41,41.65,7.23,450.4,Black Soil,Rabi,North India,39.3,Available,6.23,Chickpea
125.5,87.4,79.6,26.65,73.7,6.57,1773.08,Loamy,Whole Year,South India,70.1,Available,7.05,Sugarcane
47.5,40.0,129.2,33.36,84.06,6.72,1693.9,Sandy,Whole Year,South India,54.49,Available,7.27,Coconut
69.5,50.4,48.1,15.03,66.7,6.49,403.79,Sandy,Rabi,West India,43.13,Available,6.35,Mustard
130.3,70.0,112.2,22.38,74.09,6.88,862.61,Loamy,Whole Year,West India,49.15,Drip Irrigation,6.76,Tomato
52.0,24.0,30.9,36.66,49.78,5.82,510.2,Sandy,Kharif,West India,44.0,Rainfed,9.7,Millet
80.9,50.0,30.5,25.51,64.05,6.34,974.17,Sandy,Kharif,North India,54.53,Rainfed,6.35,Maize
105.1,32.5,32.7,20.34,51.63,7.49,500.69,Loamy,Rabi,North India,49.09,Rainfed,8.0,Barley
92.2,52.1,77.8,25.88,61.45,6.68,887.88,Loamy,Whole Year,West India,49.82,Available,10.53,Mango
27.7,34.0,24.8,14.37,59.56,6.74,436.8,Loamy,Rabi,East India,39.08,Rainfed,6.63,Lentil
33.9,79.5,47.9,27.64,66.51,6.18,1170.85,Black Soil,Kharif,Central India,56.62,Available,9.3,Soybean
56.7,29.5,22.5,26.23,23.91,5.6,325.69,Sandy,Kharif,Central India,27.56,Rainfed,9.38,Millet
110.4,48.1,63.7,21.34,51.78,7.34,773.55,Silty,Rabi,Central India,39.38,Canal Irrigation,7.5,Wheat
24.0,43.0,26.7,21.53,49.07,7.05,452.27,Black Soil,Rabi,North India,36.61,Rainfed,9.2,Chickpea
150.9,57.0,40.7,30.69,75.07,7.08,870.11,Black Soil,Kharif,West India,55.87,Drip Irrigation,9.38,Cotton
52.1,56.2,53.9,26.56,72.47,5.85,882.17,Red Soil,Kharif,North India,62.42,Rainfed,9.31,Maize
32.6,59.3,33.0,14.65,58.78,6.86,481.66,Loamy,Rabi,North India,44.75,Available,8.87,Lentil
26.2,54.7,23.4,26.33,70.53,5.92,734.77,Red Soil,Kharif,South India,29.46,Rainfed,8.7,Groundnut
131.9,51.8,48.9,29.57,56.8,6.27,849.17,Loamy,Kharif,West India,58.52,Available,9.89,Cotton
101.3,72.0,114.8,21.18,68.25,6.71,1031.5,Red Soil,Rabi,West India,60.61,Available,8.8,Tomato
85.4,54.0,49.8,20.25,54.41,6.7,546.34,Loamy,Rabi,Himalayan Region,43.94,Available,8.58,Barley
80.6,51.6,91.1,19.39,84.46,7.08,2026.88,Peaty,Whole Year,South India,72.64,Available,5.78,Coffee
75.4,52.4,51.8,24.33,79.44,7.16,692.43,Sandy,Kharif,South India,69.37,Available,7.98,Maize
34.4,42.7,22.3,29.77,58.11,6.76,338.26,Sandy,Kharif,West India,42.11,Rainfed,8.8,Millet
105.4,43.7,75.4,18.96,81.04,5.44,2781.64,Peaty,Whole Year,South India,86.82,Rainfed,6.5,Tea
107.9,80.9,122.4,19.34,49.23,5.5,725.42,Loamy,Rabi,North India,68.75,Available,6.55,Potato
64.4,40.7,28.1,21.73,49.47,7.18,793.04,Sandy,Kharif,South India,41.93,Rainfed,10.28,Sorghum
153.4,55.6,84.1,31.93,68.71,7.66,1612.83,Loamy,Whole Year,West India,84.27,Canal Irrigation,8.25,Sugarcane
54.9,40.3,29.1,29.16,40.31,6.57,496.32,Sandy,Kharif,Central India,31.61,Rainfed,9.2,Millet
111.0,53.5,44.8,24.91,59.66,5.99,886.17,Loamy,Kharif,North India,69.35,Available,8.43,Maize
119.6,53.9,72.0,18.79,77.77,5.09,3028.29,Peaty,Whole Year,South India,88.55,Available,6.83,Tea
83.4,49.2,72.4,19.26,78.12,4.88,2521.7,Loamy,Whole Year,East India,81.37,Rainfed,5.11,Tea
59.4,34.5,29.1,28.7,55.28,6.97,467.01,Sandy,Kharif,Central India,46.21,Rainfed,8.61,Millet
71.8,25.1,34.2,24.01,64.21,6.04,791.68,Red Soil,Kharif,North India,51.74,Available,6.96,Maize
39.6,41.4,124.6,31.42,84.54,7.1,1927.08,Loamy,Whole Year,West India,82.99,Available,8.61,Coconut
97.1,56.5,55.5,16.28,54.02,7.13,678.64,Clay,Rabi,North India,49.99,Available,8.79,Wheat
88.6,60.4,82.0,19.39,81.93,6.09,1783.07,Peaty,Whole Year,South India,81.78,Available,6.68,Coffee
67.4,28.6,38.0,16.99,49.07,6.8,446.76,Sandy,Rabi,North India,44.37,Available,9.92,Barley
64.2,35.5,128.6,31.63,85.86,7.48,1885.53,Loamy,Whole Year,South India,76.22,Rainfed,10.13,Coconut
121.7,63.6,47.4,24.32,61.05,7.0,901.92,Clay,Rabi,Central India,44.17,Available,7.68,Wheat
59.1,47.5,46.6,28.21,38.14,6.75,674.26,Black Soil,Kharif,South India,40.82,Rainfed,9.88,Sorghum
73.2,52.6,44.5,16.52,57.87,6.5,380.41,Loamy,Rabi,North India,50.54,Available,8.01,Mustard
44.9,36.0,32.2,35.68,56.29,7.05,469.94,Sandy,Kharif,West India,34.72,Rainfed,11.45,Millet
133.8,60.8,58.2,26.52,62.68,6.32,652.66,Black Soil,Kharif,Central India,49.07,Rainfed,9.04,Cotton
100.1,53.0,110.3,23.64,79.34,5.91,2280.22,Peaty,Whole Year,South India,71.67,Available,5.53,Coffee
63.9,48.5,39.0,20.53,77.63,6.26,913.88,Loamy,Kharif,North India,64.19,Rainfed,7.99,Maize
57.1,48.0,167.7,29.45,80.95,6.47,1643.93,Sandy,Whole Year,South India,65.18,Available,9.01,Coconut
78.8,57.2,50.7,21.71,43.39,6.81,732.35,Loamy,Rabi,North India,53.37,Available,9.16,Wheat
63.7,44.4,33.2,16.43,54.68,6.33,437.9,Loamy,Rabi,North India,50.69,Available,8.01,Mustard
78.0,48.9,32.7,30.37,48.91,7.12,490.63,Black Soil,Kharif,Central India,31.31,Rainfed,7.91,Sorghum
87.0,71.7,106.0,25.52,61.48,6.12,1030.36,Sandy,Rabi,South India,50.07,Drip Irrigation,7.6,Tomato
91.1,80.2,127.2,18.52,64.64,6.08,671.42,Sandy,Rabi,North India,59.97,Drip Irrigation,7.09,Potato
99.3,44.4,122.5,20.06,88.48,5.58,1783.31,Loamy,Whole Year,South India,74.4,Rainfed,6.46,Coffee
83.7,27.5,43.5,19.08,66.33,7.4,526.11,Loamy,Rabi,North India,38.32,Available,8.44,Barley
139.2,66.0,65.8,9.27,56.19,7.21,462.48,Silty,Rabi,West India,51.08,Available,8.53,Wheat
73.6,54.9,35.7,18.51,62.83,6.87,373.92,Loamy,Rabi,North India,49.78,Available,6.96,Mustard
48.5,63.1,56.9,25.96,69.35,6.88,1008.48,Loamy,Kharif,Central India,62.75,Rainfed,7.04,Soybean
73.8,107.1,124.8,15.49,68.91,5.98,591.19,Loamy,Rabi,East India,67.89,Drip Irrigation,6.93,Potato
73.1,69.9,35.9,24.33,90.71,6.13,1692.32,Clay,Kharif,East India,59.95,Available,3.79,Rice
69.7,41.4,26.4,27.31,58.77,6.04,609.65,Black Soil,Rabi,South India,38.19,Rainfed,9.17,Sorghum
39.8,33.1,110.3,33.38,89.03,6.87,2101.28,Loamy,Whole Year,South India,67.23,Available,9.38,Coconut
133.2,93.6,100.8,25.03,59.75,6.99,926.07,Loamy,Whole Year,West India,59.27,Drip Irrigation,9.05,Tomato
111.6,45.7,53.3,17.25,87.97,5.03,2679.65,Peaty,Whole Year,East India,83.22,Rainfed,5.81,Tea
145.6,86.2,70.2,29.05,72.07,6.9,1683.11,Loamy,Whole Year,West India,78.92,Canal Irrigation,8.9,Sugarcane
75.8,61.5,44.5,14.18,52.91,7.44,516.46,Sandy,Rabi,North India,46.72,Available,7.47,Mustard
120.8,87.4,157.5,29.8,87.73,6.34,1940.64,Loamy,Whole Year,East India,90.72,Available,6.26,Banana
92.6,39.5,46.1,19.16,81.38,5.05,2962.34,Peaty,Whole Year,East India,74.25,Rainfed,7.01,Tea
47.2,36.5,147.4,33.25,88.23,6.39,1673.81,Loamy,Whole Year,South India,81.85,Available,7.54,Coconut
82.3,56.4,33.0,17.4,51.86,6.44,461.94,Sandy,Rabi,North India,48.89,Rainfed,9.01,Mustard
92.5,57.3,32.1,18.56,56.76,6.57,413.87,Loamy,Rabi,West India,31.45,Available,8.27,Mustard
14.7,39.6,44.8,30.58,50.5,6.9,562.48,Sandy,Kharif,South India,52.0,Rainfed,7.78,Groundnut
117.1,55.9,62.8,20.68,89.21,4.85,2743.77,Peaty,Whole Year,East India,77.52,Rainfed,5.73,Tea
80.0,93.3,105.5,26.95,74.79,5.95,714.17,Sandy,Kharif,South India,49.12,Drip Irrigation,8.37,Tomato
13.7,59.1,18.3,16.18,40.39,7.81,430.9,Loamy,Rabi,North India,30.71,Rainfed,8.52,Chickpea
112.9,54.6,66.9,29.29,72.18,5.96,1125.96,Red Soil,Whole Year,South India,64.35,Available,8.75,Mango
147.8,44.8,67.6,34.0,88.11,5.9,1411.84,Black Soil,Whole Year,North India,88.29,Available,8.37,Sugarcane
79.9,63.3,73.7,38.58,61.45,6.32,1410.71,Loamy,Whole Year,West India,50.41,Available,10.7,Mango
138.2,57.0,59.5,25.34,53.95,6.95,885.99,Loamy,Kharif,Central India,66.62,Drip Irrigation,8.93,Cotton
84.9,51.6,57.2,18.06,51.99,6.33,416.62,Loamy,Rabi,North India,50.0,Rainfed,9.66,Mustard
88.5,68.3,107.0,25.85,74.47,5.88,1626.45,Peaty,Whole Year,South India,69.21,Rainfed,6.5,Coffee
123.2,99.4,152.5,30.26,85.64,6.39,2336.12,Clay,Whole Year,East India,71.22,Drip Irrigation,9.39,Banana
29.4,57.3,45.9,20.71,71.64,6.69,691.82,Black Soil,Kharif,Central India,67.78,Rainfed,7.26,Soybean
86.0,45.1,59.4,13.14,47.56,7.32,1075.66,Clay,Rabi,North India,50.33,Available,8.93,Wheat
105.0,61.6,154.5,23.28,60.43,5.57,471.81,Sandy,Rabi,North India,60.83,Drip Irrigation,6.84,Potato
76.1,40.5,37.8,15.36,40.6,7.07,653.36,Sandy,Rabi,North India,51.87,Rainfed,7.12,Barley
80.9,45.3,40.3,17.94,50.61,7.28,471.9,Loamy,Rabi,West India,31.35,Available,8.65,Mustard
52.9,79.5,65.8,25.39,60.9,6.16,775.76,Loamy,Kharif,Central India,71.2,Available,7.87,Soybean
76.8,42.0,25.5,22.24,59.54,6.26,881.71,Sandy,Kharif,North India,69.32,Available,7.44,Maize
66.6,45.2,92.1,20.86,67.35,6.44,1502.78,Loamy,Whole Year,South India,67.15,Rainfed,6.21,Coffee
28.0,57.4,38.0,22.11,40.75,6.32,366.73,Silty,Rabi,North India,33.96,Available,6.53,Lentil
97.4,53.2,115.4,19.07,78.73,6.15,2179.31,Loamy,Whole Year,South India,66.78,Available,6.68,Coffee
31.9,54.6,43.6,14.81,59.25,7.01,441.75,Loamy,Rabi,Central India,35.65,Rainfed,7.05,Chickpea
91.0,40.5,34.6,25.31,76.92,6.5,2263.18,Clay,Kharif,North India,78.53,Canal Irrigation,5.29,Rice
125.8,61.2,44.7,16.38,56.21,6.12,526.64,Loamy,Rabi,West India,65.24,Available,8.18,Wheat
77.0,48.5,26.1,22.5,58.0,6.87,781.32,Sandy,Rabi,North India,65.72,Rainfed,8.26,Maize
99.5,60.0,79.6,32.66,57.65,6.29,993.89,Loamy,Whole Year,South India,60.49,Rainfed,6.91,Mango
88.6,82.9,121.9,20.21,47.24,5.5,894.58,Loamy,Rabi,East India,64.61,Available,7.11,Potato
77.1,40.0,43.6,32.82,49.59,7.37,464.0,Loamy,Kharif,Central India,36.93,Rainfed,9.31,Sorghum
89.4,53.9,41.6,29.35,67.19,6.14,802.96,Red Soil,Kharif,Central India,71.03,Available,5.72,Maize
71.2,50.9,40.2,17.03,84.0,6.34,2098.93,Clay,Kharif,South India,89.33,Canal Irrigation,8.35,Rice
122.6,61.4,53.7,16.96,60.26,6.47,788.77,Loamy,Rabi,North India,49.14,Available,7.61,Wheat
44.0,73.6,26.3,17.2,44.41,6.74,433.27,Black Soil,Rabi,Central India,42.74,Rainfed,9.29,Chickpea
78.4,64.9,74.6,29.82,49.48,6.03,1228.17,Red Soil,Whole Year,South India,63.41,Rainfed,8.59,Mango
41.9,65.5,41.7,28.2,81.95,6.7,608.13,Black Soil,Kharif,Central India,61.46,Rainfed,6.78,Soybean
24.2,66.3,22.6,17.9,58.72,5.85,522.93,Silty,Rabi,North India,27.96,Rainfed,7.43,Lentil
84.3,51.1,42.8,28.24,73.31,6.6,1229.83,Red Soil,Kharif,North India,66.91,Available,8.06,Maize
131.7,92.4,131.3,25.94,85.38,7.09,2487.98,Clay,Whole Year,West India,74.0,Drip Irrigation,8.02,Banana
122.7,36.6,48.7,31.51,66.44,7.18,545.97,Black Soil,Kharif,Central India,55.15,Available,7.09,Cotton
5.4,54.3,49.1,18.63,57.13,6.31,422.35,Loamy,Rabi,North India,44.24,Available,6.91,Lentil
22.1,49.3,28.1,21.2,38.05,6.76,467.25,Loamy,Rabi,North India,38.97,Available,6.79,Lentil
117.5,90.5,103.5,26.36,74.22,6.53,2038.48,Loamy,Whole Year,South India,84.83,Available,9.69,Sugarcane
116.2,57.3,39.5,23.29,50.47,6.49,592.14,Silty,Rabi,West India,51.09,Canal Irrigation,8.11,Wheat
84.1,32.9,45.7,18.66,50.11,7.08,374.72,Loamy,Rabi,Himalayan Region,42.06,Available,6.75,Barley
74.9,56.4,63.6,26.65,61.57,6.44,992.86,Loamy,Whole Year,West India,57.48,Rainfed,8.43,Mango
42.8,24.5,133.8,32.34,84.32,5.95,2276.17,Sandy,Whole Year,South India,63.99,Available,9.3,Coconut
